,Driver,Name,URL,Year,Race_Result,DNG_Reason
298,Tommi Mäkinen,Rallye Sanremo - Rallye d'Italia,/entryinfo/89-rallye-sanremo-rallye-ditalia-2002/5603/,2002,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Transmission                            </div>"
305,Tommi Mäkinen,ADAC Rallye Deutschland,/entryinfo/88-adac-rallye-deutschland-2002/5518/,2002,7,Null
327,Tommi Mäkinen,Neste Rally Finland,/entryinfo/87-neste-rally-finland-2002/5436/,2002,6,Null
349,Tommi Mäkinen,Inmarsat Safari Rally,/entryinfo/86-inmarsat-safari-rally-2002/5300/,2002,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Suspension                            </div>"
355,Tommi Mäkinen,Acropolis Rally,/entryinfo/85-acropolis-rally-2002/5211/,2002,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Lost wheel                            </div>"
360,Tommi Mäkinen,Rally Argentina,/entryinfo/84-rally-argentina-2002/5143/,2002,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>"
379,Tommi Mäkinen,Cyprus Rally,/entryinfo/83-cyprus-rally-2002/5084/,2002,3,Null
398,Tommi Mäkinen,Rally Catalunya - Costa Brava - Rally de España,/entryinfo/82-rally-catalunya-costa-brava-rally-de-espana-2002/4908/,2002,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Engine                            </div>"
403,Tommi Mäkinen,Tour de Corse - Rallye de France,/entryinfo/81-tour-de-corse-rallye-de-france-2002/4847/,2002,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>"
412,Tommi Mäkinen,Uddeholm Swedish Rally,/entryinfo/80-uddeholm-swedish-rally-2002/4665/,2002,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Engine                            </div>"
415,Tommi Mäkinen,Rallye Automobile Monte-Carlo,/entryinfo/79-rallye-automobile-monte-carlo-2002/4610/,2002,1,Null
429,Tommi Mäkinen,Network Q Rally of Great Britain,/entryinfo/107-network-q-rally-of-great-britain-2001/6860/,2001,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Lost wheel                            </div>"
430,Tommi Mäkinen,Telstra Rally Australia,/entryinfo/106-telstra-rally-australia-2001/6787/,2001,6,Null
450,Tommi Mäkinen,Tour de Corse - Rallye de France,/entryinfo/105-tour-de-corse-rallye-de-france-2001/6625/,2001,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>"
454,Tommi Mäkinen,Rallye Sanremo - Rallye d'Italia,/entryinfo/104-rallye-sanremo-rallye-ditalia-2001/6551/,2001,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Lost wheel                            </div>"
472,Tommi Mäkinen,Propecia Rally New Zealand,/entryinfo/103-propecia-rally-new-zealand-2001/6484/,2001,8,Null
496,Tommi Mäkinen,Safari Rally Kenya,/entryinfo/101-safari-rally-kenya-2001/6283/,2001,1,Null
508,Tommi Mäkinen,Acropolis Rally,/entryinfo/100-acropolis-rally-2001/6172/,2001,4,Null
527,Tommi Mäkinen,Cyprus Rally,/entryinfo/99-cyprus-rally-2001/6096/,2001,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>"
530,Tommi Mäkinen,Rally Argentina,/entryinfo/98-rally-argentina-2001/6024/,2001,4,Null
551,Tommi Mäkinen,Rallye Catalunya - Costa Brava - Rallye de España,/entryinfo/97-rallye-catalunya-costa-brava-rallye-de-espana-2001/5946/,2001,3,Null
568,Tommi Mäkinen,TAP Rallye de Portugal,/entryinfo/96-tap-rallye-de-portugal-2001/5850/,2001,1,Null
586,Tommi Mäkinen,International Swedish Rally,/entryinfo/95-international-swedish-rally-2001/5775/,2001,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>"
602,Tommi Mäkinen,Rallye Automobile Monte-Carlo,/entryinfo/94-rallye-automobile-monte-carlo-2001/5719/,2001,1,Null
616,Tommi Mäkinen,Network Q Rally of Great Britain,/entryinfo/121-network-q-rally-of-great-britain-2000/8541/,2000,3,Null
633,Tommi Mäkinen,Telstra Rally Australia,/entryinfo/120-telstra-rally-australia-2000/7372/,2000,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Excluded - turbo                            </div>"
653,Tommi Mäkinen,Rallye Sanremo - Rallye d'Italia,/entryinfo/119-rallye-sanremo-rallye-ditalia-2000/7253/,2000,3,Null
669,Tommi Mäkinen,V-Rally Tour de Corse - Rallye de France,/entryinfo/118-v-rally-tour-de-corse-rallye-de-france-2000/8523/,2000,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>"
680,Tommi Mäkinen,Cyprus Rally,/entryinfo/117-cyprus-rally-2000/7459/,2000,5,Null
703,Tommi Mäkinen,Neste Rally Finland,/entryinfo/116-neste-rally-finland-2000/7512/,2000,4,Null
726,Tommi Mäkinen,Propecia Rally New Zealand,/entryinfo/115-propecia-rally-new-zealand-2000/8006/,2000,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>"
744,Tommi Mäkinen,Acropolis Rally,/entryinfo/114-acropolis-rally-2000/8248/,2000,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Wheel hub                            </div>"
748,Tommi Mäkinen,Rally Argentina,/entryinfo/113-rally-argentina-2000/8220/,2000,3,Null
769,Tommi Mäkinen,Rallye Catalunya - Costa Brava - Rallye de España,/entryinfo/112-rallye-catalunya-costa-brava-rallye-de-espana-2000/7845/,2000,4,Null
784,Tommi Mäkinen,TAP Rallye de Portugal,/entryinfo/111-tap-rallye-de-portugal-2000/7202/,2000,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>"
792,Tommi Mäkinen,Sameer Safari Rally Kenya,/entryinfo/110-sameer-safari-rally-kenya-2000/7147/,2000,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Suspension                            </div>"
794,Tommi Mäkinen,International Swedish Rally,/entryinfo/109-international-swedish-rally-2000/7029/,2000,2,Null
813,Tommi Mäkinen,Rallye Automobile Monte-Carlo,/entryinfo/108-rallye-automobile-monte-carlo-2000/6971/,2000,1,Null
